CTCF	EP300	GABPA	MAFK	NFE2L2	REST
ACSL6	1	0	0	2	0	1
CSF2	4	0	0	0	0	0
P4HA2	2	0	0	0	0	0
PDLIM4	1	0	0	0	0	0
SLC22A4	0	1	0	0	0	0
SLC22A5	0	3	0	1	1	1
IRF1	0	0	1	0	3	0
RAD50	0	0	1	1	0	0
IL13	1	0	0	0	0	0
KIF3A	0	0	0	0	0	0
SEPT8	0	0	0	0	0	0
SOWAHA	3	0	0	0	0	0
SHROOM1	1	0	0	0	0	0
UQCRQ	1	1	1	0	1	0
AFF4	0	0	1	0	0	1
ZCCHC10	0	0	0	0	0	0
HSPA4	0	0	2	0	0	0
C5orf15	0	0	0	0	0	0
VDAC1	2	0	0	0	0	0
TCF7	0	0	0	0	0	0
SKP1	2	1	0	0	1	1
PPP2CA	0	0	0	1	0	0
CDKL3	0	1	2	1	0	0
UBE2B	0	1	2	1	0	0
CDKN2AIPNL	2	1	0	1	0	0
JADE2	2	1	2	0	0	0
SAR1B	0	1	1	1	1	0
SEC24A	0	1	2	0	0	1
CAMLG	2	0	0	0	0	0
DDX46	1	1	1	0	0	0
C5orf24	1	0	0	0	2	0
PCBD2	2	0	0	0	0	0
PITX1	1	1	0	0	0	0
H2AFY	0	0	1	0	0	0
TIFAB	2	0	0	0	0	0
NEUROG1	0	0	0	0	0	0
CXCL14	1	0	0	0	0	0
TGFBI	0	0	0	0	1	0
SMAD5	0	1	0	0	0	0
SPOCK1	2	0	0	1	0	0
KLHL3	1	0	0	0	0	0
HNRNPA0	1	4	1	1	0	0
PKD2L2	1	0	0	0	0	0
FAM13B	2	0	1	0	0	0
NME5	1	0	0	0	0	0
BRD8	1	1	2	0	0	0
KIF20A	1	1	2	0	0	0
CDC23	1	0	0	0	0	0
GFRA3	3	0	0	0	0	0
FAM53C	0	1	0	1	0	1
CDC25C	0	1	0	1	0	1
KDM3B	2	0	0	0	0	0
REEP2	0	0	0	0	0	0
EGR1	2	0	1	0	0	0
ETF1	2	0	2	1	0	0
HSPA9	1	1	0	0	1	0
CTNNA1	0	2	0	0	0	0
LRRTM2	1	0	0	0	0	0
SIL1	1	0	0	1	0	0
MATR3	2	0	0	0	2	0
PAIP2	1	0	1	1	0	0
SLC23A1	4	2	1	0	0	0
MZB1	3	1	1	0	0	0
PROB1	4	0	1	2	0	0
SPATA24	2	0	0	2	0	0
DNAJC18	0	0	0	0	0	0
ECSCR	0	0	0	0	0	0
TMEM173	1	0	0	0	0	0
UBE2D2	0	0	0	0	0	0
CXXC5	0	0	0	1	0	0
PSD2	2	0	0	0	0	1
NRG2	1	0	0	1	0	0
PURA	0	0	0	0	0	1
IGIP	0	0	0	0	0	0
CYSTM1	0	1	2	1	1	0
PFDN1	0	2	1	0	0	0
HBEGF	2	0	0	0	0	0
ANKHD1	1	0	2	3	0	2
ANKHD1-EIF4EBP3	1	0	2	3	0	2
EIF4EBP3	0	1	1	0	0	1
SLC35A4	0	1	2	0	0	1
APBB3	0	1	2	0	0	1
CD14	2	0	0	0	0	0
TMCO6	3	0	1	0	0	0
NDUFA2	2	0	1	0	0	0
IK	2	0	1	0	0	0
WDR55	0	0	1	0	0	0
HARS2	0	2	1	0	0	1
HARS	0	2	1	0	0	1
ZMAT2	0	2	1	0	0	1
PCDHA2	1	0	0	0	0	0
PCDHA3	3	0	0	0	0	0
PCDHA4	2	0	0	0	0	0
PCDHA5	1	0	0	0	0	0
PCDHA6	1	0	0	0	0	0
PCDHA7	2	0	0	0	0	0
PCDHA10	3	0	0	0	0	0
PCDHA11	2	0	0	0	0	1
PCDHA12	3	0	0	0	0	2
PCDHAC2	0	0	0	0	0	0
PCDHB2	3	0	0	0	0	0
PCDHB3	2	0	0	0	0	0
PCDHB4	1	0	0	0	0	0
PCDHB5	1	0	0	0	0	0
PCDHB6	1	0	0	0	0	0
PCDHB7	2	0	0	0	0	0
PCDHB10	4	0	0	0	0	0
PCDHB11	3	0	0	0	0	0
PCDHB12	3	0	0	0	0	0
PCDHB14	2	0	0	0	0	0
PCDHB15	0	0	0	0	0	0
TAF7	3	0	1	0	0	0
PCDHGA1	3	0	1	0	0	0
PCDHGA2	3	0	0	0	0	0
PCDHGA3	3	0	0	0	0	0
PCDHGB1	4	0	0	0	0	1
PCDHGA4	4	0	0	0	0	1
PCDHGB2	4	0	0	0	0	1
PCDHGA5	5	0	0	0	0	1
PCDHGB3	4	0	0	0	0	0
PCDHGA6	4	0	0	0	0	0
PCDHGA7	3	0	0	0	0	0
PCDHGA8	1	0	0	0	0	0
PCDHGA9	3	0	0	0	0	0
PCDHGB6	4	0	0	0	0	0
PCDHGA10	4	0	0	0	0	0
PCDHGB7	4	0	0	0	0	0
PCDHGA11	3	0	0	0	0	0
PCDHGA12	1	0	0	0	0	0
PCDHGC3	1	0	0	0	0	0
PCDHGC4	1	0	0	0	0	0
PCDHGC5	0	0	0	0	0	0
DIAPH1	1	1	2	2	0	0
HDAC3	1	0	0	0	1	2
RELL2	1	0	0	0	1	2
FCHSD1	1	0	0	0	1	1
ARAP3	2	0	1	1	0	1
PCDH1	1	0	0	1	0	1
KIAA0141	0	0	1	1	0	1
RNF14	3	0	2	0	0	0
GNPDA1	2	0	1	1	0	0
NDFIP1	0	0	0	1	0	0
SPRY4	1	0	0	0	0	0
FGF1	3	0	0	0	0	0
ARHGAP26	0	0	0	0	0	0
NR3C1	0	0	0	1	0	0
YIPF5	0	0	1	0	0	0
KCTD16	0	0	1	0	0	0
PRELID2	2	0	0	0	0	0
SH3RF2	0	0	0	0	0	1
LARS	0	1	1	1	0	0
RBM27	0	3	0	0	1	0
POU4F3	0	0	0	0	0	1
TCERG1	2	0	0	0	0	1
PPP2R2B	0	0	0	0	0	0
DPYSL3	0	0	0	0	0	1
JAKMIP2	0	0	0	0	0	0
SCGB3A2	1	0	0	0	0	0
C5orf46	0	0	0	1	0	0
SPINK5	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0
SPINK13	0	1	0	0	0	0
SPINK7	1	0	0	0	0	0
FBXO38	2	1	1	0	0	0
ADRB2	2	0	1	0	0	0
SH3TC2	0	0	0	2	0	1
ABLIM3	1	1	0	2	1	0
AFAP1L1	4	0	1	0	0	0
GRPEL2	0	2	1	0	0	1
PCYOX1L	1	0	0	1	0	0
CSNK1A1	1	2	1	1	0	0
ARHGEF37	0	0	0	0	0	0
PPARGC1B	0	0	0	0	0	0
SLC26A2	3	0	1	0	0	0
HMGXB3	2	0	1	0	0	0
TIGD6	1	0	1	0	0	0
CSF1R	2	0	0	0	0	0
PDGFRB	2	0	0	0	0	0
CDX1	5	0	0	0	0	0
CAMK2A	2	0	0	1	0	0
ARSI	0	0	0	1	0	0
TCOF1	1	0	1	0	0	0
CD74	0	0	0	0	0	0
RPS14	2	1	2	0	2	1
NDST1	0	0	0	0	0	0
SYNPO	0	0	0	0	0	0
RBM22	2	0	1	0	0	0
DCTN4	0	0	1	0	0	0
SMIM3	0	0	0	0	0	0
ZNF300	0	0	0	0	0	0
GPX3	0	0	0	0	0	0
TNIP1	2	3	2	0	0	1
ANXA6	1	0	0	0	0	0
CCDC69	0	0	0	0	0	0
GM2A	0	0	0	1	0	0
SLC36A1	0	0	0	0	0	0
FAT2	0	0	0	0	0	0
SPARC	1	0	0	0	0	0
ATOX1	0	0	0	0	0	0
G3BP1	1	1	2	1	1	0
GRIA1	1	0	0	0	0	0
FAM114A2	0	0	1	1	0	0
MFAP3	0	0	1	1	0	0
GALNT10	1	0	0	0	0	0
SAP30L	0	0	1	0	0	1
HAND1	0	0	0	0	0	0
LARP1	0	0	0	0	0	0
FAXDC2	0	2	1	0	0	0
CNOT8	0	2	1	0	0	0
GEMIN5	1	0	0	0	0	1
MRPL22	1	0	0	0	0	1
SGCD	0	0	0	0	0	0
HAVCR2	0	0	0	1	0	0
MED7	1	0	1	0	0	0
ITK	0	0	0	0	0	0
CYFIP2	0	0	0	0	0	0
NIPAL4	0	1	0	0	0	0
ADAM19	0	0	0	0	0	0
SOX30	1	0	0	0	0	0
THG1L	1	0	1	0	0	0
LSM11	2	0	0	0	0	0
CLINT1	1	0	1	0	0	0
EBF1	1	0	0	0	0	1
RNF145	0	2	0	0	0	0
UBLCP1	0	0	1	0	0	0
IL12B	1	1	0	0	0	0
ADRA1B	0	0	0	0	0	0
TTC1	0	0	1	0	0	0
PWWP2A	1	0	0	1	0	0
FABP6	1	1	0	0	0	0
CCNJL	1	0	0	0	0	0
C1QTNF2	0	0	0	0	0	0
SLU7	0	0	1	1	0	0
PTTG1	0	0	1	1	0	0
GABRB2	1	0	0	0	0	0
GABRG2	0	0	0	0	0	1
CCNG1	0	0	0	0	0	0
NUDCD2	0	1	0	0	1	0
HMMR	0	1	0	0	1	0
MAT2B	2	0	1	0	0	0
WWC1	3	2	0	0	0	0
RARS	1	0	1	2	0	1
PANK3	1	1	1	1	0	0
SLIT3	1	0	0	0	0	0
SPDL1	4	0	0	0	0	2
DOCK2	0	0	0	0	0	1
FAM196B	2	2	1	0	0	0
FOXI1	1	1	0	0	0	0
C5orf58	1	0	0	0	0	0
LCP2	0	0	0	0	0	1
KCNIP1	0	0	0	0	0	0
KCNMB1	0	0	0	0	0	0
RANBP17	0	0	0	0	0	0
TLX3	1	0	0	1	0	0
NPM1	0	0	0	0	0	1
FBXW11	2	0	1	1	0	0
STK10	1	0	1	0	0	0
UBTD2	2	0	0	0	0	0
SH3PXD2B	3	0	0	0	0	0
NEURL1B	2	0	0	1	1	0
DUSP1	2	6	2	4	4	1
ERGIC1	0	0	1	0	0	0
RPL26L1	1	2	1	0	1	0
ATP6V0E1	2	0	0	0	0	0
CREBRF	0	0	1	1	0	1
BNIP1	2	1	0	1	0	0
NKX2-5	1	0	0	0	0	0
STC2	1	4	0	0	1	0
BOD1	3	0	0	1	0	0
CPEB4	2	6	1	1	0	0
MSX2	0	0	0	0	0	0
SFXN1	0	0	0	0	0	0
HRH2	0	0	0	0	0	0
CPLX2	0	0	0	0	0	1
KIAA1191	2	0	0	0	0	0
ARL10	2	0	0	0	0	0
HIGD2A	0	1	2	0	0	0
NOP16	0	1	2	0	0	0
CLTB	2	0	0	0	0	0
FAF2	1	0	1	0	0	0
RNF44	1	0	1	0	0	1
GPRIN1	0	0	1	0	0	3
SNCB	0	0	0	0	0	0
TSPAN17	0	1	0	0	0	0
UNC5A	2	0	0	0	0	2
HK3	0	0	0	0	0	0
UIMC1	1	0	0	1	1	0
ZNF346	1	0	0	0	0	0
FGFR4	1	0	0	0	0	0
NSD1	0	0	0	0	0	0
RAB24	3	0	1	0	0	0
PRELID1	3	0	1	0	0	0
MXD3	5	0	1	0	0	0
LMAN2	0	0	1	0	0	0
RGS14	0	0	1	0	0	0
GRK6	0	0	1	1	1	0
PRR7	4	0	1	1	1	0
DBN1	0	0	0	1	0	0
PDLIM7	6	1	1	0	0	0
DOK3	2	1	0	0	0	1
DDX41	2	1	0	0	0	1
FAM193B	2	0	0	0	0	0
TMED9	1	1	3	0	0	0
B4GALT7	3	1	4	0	0	0
PROP1	0	0	0	0	0	0
N4BP3	1	0	0	0	0	0
RMND5B	1	0	1	0	0	0
NHP2	2	0	0	0	0	0
HNRNPAB	2	0	0	0	1	2
PHYKPL	2	0	0	0	0	0
COL23A1	0	0	0	0	0	0
CLK4	0	0	0	0	0	1
ZNF354A	2	0	0	1	0	0
ZNF354B	0	0	0	0	0	0
ZFP2	0	0	0	0	0	0
ZNF454	0	0	0	0	0	0
ZNF879	0	0	0	0	0	0
ZNF354C	0	0	0	0	0	0
ADAMTS2	0	0	0	0	0	0
RUFY1	0	0	0	0	0	0
HNRNPH1	0	0	0	0	1	0
CANX	0	0	1	0	1	0
MAML1	0	0	0	0	0	0
LTC4S	0	0	0	0	0	0
SQSTM1	0	0	0	0	0	0
MGAT4B	0	0	0	0	0	0
C5orf45	0	0	0	0	0	0
TBC1D9B	0	0	1	0	0	0
RNF130	0	0	0	0	0	0
RASGEF1C	2	0	0	0	0	0
MAPK9	2	1	0	0	0	0
GFPT2	0	1	0	0	0	0
CNOT6	2	2	0	0	0	0
SCGB3A1	0	0	0	0	0	0
FLT4	0	0	0	0	0	0
MGAT1	2	0	1	0	0	0
ZFP62	2	0	1	0	0	0
BTNL8	0	0	0	0	0	0
TRIM7	0	2	0	0	0	1
TRIM41	1	0	3	2	1	0
TRIM52	0	0	0	0	0	0
DUSP22	0	0	0	0	0	0
IRF4	0	0	0	0	0	0
EXOC2	0	1	1	0	0	0
FOXQ1	1	1	1	1	0	0
FOXF2	2	0	0	0	0	0
FOXC1	1	0	0	0	0	0
GMDS	0	0	0	0	0	0
MYLK4	3	0	0	0	0	0
WRNIP1	1	2	1	0	0	0
SERPINB1	1	2	1	1	1	0
SERPINB9	1	0	0	0	0	0
SERPINB6	0	0	0	0	0	0
NQO2	2	1	0	2	2	0
RIPK1	6	0	1	1	0	0
BPHL	2	0	1	0	0	0
TUBB2A	1	0	0	0	0	0
TUBB2B	0	0	0	0	0	0
PSMG4	2	1	0	0	0	1
SLC22A23	0	0	0	0	0	0
PXDC1	2	0	0	0	0	0
PRPF4B	1	0	2	0	1	0
ECI2	1	0	0	0	0	0
CDYL	0	0	0	0	0	0
RPP40	1	0	0	0	0	0
LYRM4	0	0	0	0	2	0
FARS2	0	0	0	0	2	0
NRN1	0	0	0	0	0	0
F13A1	1	0	0	0	0	0
LY86	1	0	1	0	0	0
RREB1	0	0	0	1	0	0
SSR1	0	0	0	1	0	0
CAGE1	2	0	1	0	0	0
RIOK1	2	0	1	0	0	0
DSP	0	0	0	0	0	0
SNRNP48	0	0	0	0	0	0
TXNDC5	0	2	1	1	0	0
BLOC1S5	1	1	0	0	0	0
EEF1E1	0	0	0	0	0	0
SLC35B3	0	0	1	0	0	0
TFAP2A	5	1	1	0	0	0
GCNT2	0	0	0	2	2	0
C6orf52	0	0	1	1	0	0
PAK1IP1	0	0	1	1	0	0
TMEM14C	0	0	1	0	0	0
TMEM14B	0	1	1	1	0	1
MAK	1	0	0	0	0	1
GCM2	0	0	0	0	0	1
SYCP2L	0	0	0	0	0	1
ELOVL2	0	0	0	0	0	0
SMIM13	0	1	0	0	0	0
ERVFRD-1	0	0	0	0	0	0
NEDD9	0	0	0	0	0	0
TMEM170B	0	0	0	0	0	1
ADTRP	0	1	0	0	0	0
HIVEP1	0	1	0	0	0	0
EDN1	4	1	1	0	0	1
PHACTR1	0	0	0	0	0	0
TBC1D7	3	1	1	0	0	0
GFOD1	0	0	0	0	0	0
SIRT5	1	0	0	0	0	0
NOL7	3	1	1	1	0	1
RANBP9	0	0	0	0	0	0
MCUR1	0	0	0	0	0	0
RNF182	0	0	0	1	0	1
CD83	1	0	0	0	0	0
JARID2	2	3	0	0	0	0
DTNBP1	0	0	0	0	0	0
MYLIP	3	0	0	0	0	0
GMPR	1	0	0	0	0	0
ATXN1	4	4	1	0	0	0
RBM24	0	0	0	1	0	0
CAP2	0	0	0	0	0	0
FAM8A1	1	0	1	0	0	0
NUP153	1	1	1	1	1	0
KIF13A	0	0	0	0	0	0
NHLRC1	1	0	0	0	0	0
TPMT	1	0	0	0	0	0
KDM1B	1	0	0	0	0	0
DEK	1	0	0	0	0	0
RNF144B	0	0	0	1	0	0
ID4	0	0	0	0	0	0
MBOAT1	0	0	0	0	0	0
E2F3	2	2	0	0	0	1
CDKAL1	2	0	0	0	0	0
SOX4	1	1	0	0	0	0
DCDC2	1	0	0	0	0	0
MRS2	1	0	0	0	0	0
ALDH5A1	1	0	0	0	0	0
KIAA0319	0	0	0	0	0	0
TDP2	1	2	1	0	1	0
ACOT13	1	2	1	0	1	0
C6orf62	0	0	0	0	1	2
GMNN	0	0	0	0	1	0
FAM65B	1	0	0	0	0	0
LRRC16A	1	0	0	0	0	0
HIST1H2AA	2	0	0	0	0	0
HIST1H2BA	2	0	0	0	0	0
TRIM38	0	0	0	2	0	0
HIST1H1A	1	3	0	2	2	1
HIST1H3A	1	3	0	2	2	1
HIST1H4A	1	3	0	3	2	1
HIST1H4B	1	4	0	4	3	2
HIST1H3B	1	3	0	4	2	1
HIST1H2AB	1	3	0	5	2	1
HIST1H2BB	1	1	0	1	0	0
HIST1H3C	2	2	0	1	0	0
HIST1H1C	3	2	0	1	2	1
HFE	0	0	0	0	0	0
HIST1H4C	2	1	1	0	1	0
HIST1H1T	1	1	1	0	1	0
HIST1H2BC	0	2	0	1	1	0
HIST1H2AC	0	2	0	1	1	0
HIST1H1E	0	0	0	1	0	2
HIST1H2BD	0	0	0	1	0	2
HIST1H2BE	1	0	0	0	0	0
HIST1H4D	0	1	0	0	0	0
HIST1H2AD	1	3	0	3	0	2
HIST1H3D	1	3	0	3	0	2
HIST1H2BF	1	3	0	3	0	2
HIST1H4E	1	3	0	3	0	2
HIST1H2BG	1	0	0	1	1	1
HIST1H2AE	1	0	0	1	1	1
HIST1H3E	1	2	0	1	1	1
HIST1H1D	0	2	0	0	0	0
HIST1H4F	1	2	0	1	0	0
HIST1H3F	3	1	0	1	0	0
HIST1H2BH	3	1	0	1	0	0
HIST1H3G	0	0	0	2	0	1
HIST1H2BI	0	0	0	2	0	1
HIST1H4H	0	1	1	1	1	1
BTN3A2	0	0	0	0	0	0
BTN2A2	0	0	0	1	0	0
BTN3A1	0	0	0	0	0	0
BTN3A3	0	0	0	1	0	0
BTN2A1	0	0	0	0	0	0
HMGN4	1	3	1	1	0	0
ABT1	1	1	1	1	0	0
ZNF322	1	0	0	1	0	0
HIST1H2BJ	1	2	1	2	0	1
HIST1H2AG	1	2	1	2	0	1
HIST1H4I	0	2	2	2	0	1
HIST1H2BK	0	1	1	0	0	0
PRSS16	1	0	2	0	0	0
ZNF391	0	0	0	0	0	0
ZNF184	1	2	2	1	1	0
HIST1H2BL	1	1	0	0	1	1
HIST1H2AI	1	1	0	0	1	1
HIST1H3H	2	1	0	0	1	1
HIST1H2AJ	2	1	0	0	1	1
HIST1H2BM	2	1	0	0	1	1
HIST1H4J	1	0	0	0	0	0
HIST1H2AK	0	0	1	0	1	0
HIST1H2BN	0	0	1	0	1	0
HIST1H2AL	0	0	0	0	0	0
HIST1H1B	0	0	0	0	0	0
HIST1H3I	0	0	0	0	0	0
HIST1H4L	0	0	0	0	0	0
HIST1H3J	1	2	0	0	0	0
HIST1H2AM	1	3	0	0	0	0
HIST1H2BO	1	3	0	0	0	0
ZNF165	0	0	1	0	0	1
ZSCAN16	1	0	1	0	0	0
ZKSCAN8	1	1	2	1	2	0
ZSCAN9	0	0	2	0	0	0
ZKSCAN4	0	1	1	0	0	0
NKAPL	0	1	1	0	0	0
ZSCAN26	0	1	0	1	1	0
PGBD1	2	0	1	0	0	0
ZKSCAN3	1	1	1	1	0	0
ZSCAN31	1	1	1	1	0	0
ZSCAN12	1	0	1	0	0	0
ZSCAN23	0	0	0	0	0	0
TRIM27	0	0	2	0	2	0
ZNF311	0	0	1	0	0	0
UBD	0	0	0	0	0	0
GABBR1	1	0	0	0	0	1
MOG	4	0	0	0	0	0
ZFP57	1	0	0	0	0	1
HLA-F	1	0	0	0	0	1
HLA-G	1	0	0	0	0	0
HLA-A	0	0	0	0	0	0
ZNRD1	0	3	2	0	0	0
PPP1R11	1	3	3	0	0	0
RNF39	1	2	2	0	0	0
TRIM31	2	0	1	0	0	0
TRIM10	1	2	1	0	0	0
TRIM15	1	2	1	0	0	0
TRIM26	1	0	2	0	2	0
TRIM39	0	0	2	0	0	0
RPP21	0	0	0	0	0	0
HLA-E	4	0	0	1	0	0
PRR3	0	0	1	0	0	0
GNL1	0	0	1	0	0	0
ABCF1	0	0	1	0	0	0
PPP1R10	1	1	2	2	0	1
MRPS18B	1	1	2	2	0	1
ATAT1	0	1	2	1	0	1
C6orf136	1	0	1	0	0	0
DHX16	3	1	2	0	0	0
PPP1R18	3	1	3	0	0	0
NRM	2	1	3	0	0	0
MDC1	1	3	0	2	1	1
TUBB	1	3	0	2	1	1
FLOT1	2	5	4	1	3	3
IER3	2	5	4	1	3	3
DDR1	1	0	0	0	0	0
GTF2H4	2	0	1	1	0	0
VARS2	2	0	1	1	0	0
C6orf15	3	1	0	0	0	0
PSORS1C1	2	2	0	0	0	0
CDSN	3	2	0	0	0	0
PSORS1C2	1	0	0	0	0	0
CCHCR1	0	0	0	1	0	0
TCF19	0	0	0	1	0	0
POU5F1	0	0	0	0	0	0
HLA-C	0	0	0	0	0	0
HLA-B	1	0	0	0	0	0
MICA	2	0	1	0	0	0
MICB	2	0	0	0	0	0
MCCD1	0	0	0	0	0	0
DDX39B	2	0	2	0	0	2
ATP6V1G2	2	0	2	0	0	2
NFKBIL1	2	0	2	0	0	2
LTA	1	0	0	0	0	0
TNF	1	0	0	0	0	0
LTB	2	0	0	0	0	0
LST1	2	0	0	0	0	0
NCR3	3	0	0	0	0	0
AIF1	0	0	0	0	0	0
PRRC2A	0	0	0	0	0	0
APOM	0	0	1	0	1	1
BAG6	0	0	1	0	1	1
C6orf47	0	0	2	0	1	2
CSNK2B	0	0	1	0	0	2
GPANK1	0	0	1	0	0	2
ABHD16A	1	1	0	0	0	0
LY6G6F	1	1	0	0	0	0
LY6G6C	2	0	0	1	0	0
C6orf25	1	0	0	1	0	0
DDAH2	2	1	1	2	0	1
CLIC1	2	1	1	2	0	1
MSH5	1	1	1	1	0	1
SAPCD1	2	0	0	0	0	0
VWA7	3	1	0	1	0	0
VARS	3	0	1	0	0	0
LSM2	0	0	1	1	1	1
HSPA1L	0	1	1	1	2	1
HSPA1A	0	1	1	1	2	1
HSPA1B	0	2	1	1	4	0
C6orf48	0	1	1	1	3	0
NEU1	2	0	0	0	0	0
SLC44A4	3	0	0	0	0	0
EHMT2	4	2	0	0	0	0
C2	4	2	0	0	0	0
ZBTB12	2	3	0	0	0	0
CFB	2	0	0	0	0	0
SKIV2L	2	0	1	0	0	0
NELFE	2	0	1	0	0	0
STK19	0	0	2	0	0	0
DXO	0	0	2	0	0	0
TNXB	3	1	0	0	0	1
ATF6B	1	0	1	1	0	0
FKBPL	0	0	1	1	0	0
PRRT1	1	0	1	0	0	0
PPT2	1	0	1	0	0	0
AGPAT1	1	0	1	1	0	0
RNF5	1	0	1	1	0	0
PBX2	1	1	2	1	0	0
GPSM3	1	1	2	1	0	0
NOTCH4	0	0	0	0	0	0
HLA-DRA	0	0	0	1	0	0
HLA-DRB5	0	0	0	0	0	0
HLA-DRB1	0	0	0	0	0	0
HLA-DQA1	0	0	0	0	0	0
HLA-DQB1	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0
HLA-DQB2	0	0	0	0	0	0
HLA-DOB	1	0	0	0	0	0
TAP2	1	0	0	0	0	1
PSMB8	2	1	0	0	0	2
TAP1	2	1	0	0	0	2
PSMB9	2	1	0	0	0	2
HLA-DMB	2	0	0	0	0	0
HLA-DMA	3	0	0	0	0	0
BRD2	2	1	1	1	2	1
HLA-DOA	2	0	0	0	0	0
HLA-DPB1	1	0	0	0	0	0
HLA-DPA1	1	0	0	0	0	0
SLC39A7	3	0	1	0	0	1
RXRB	3	0	1	0	0	1
HSD17B8	3	0	1	0	0	1
RING1	2	0	1	0	0	0
VPS52	4	0	2	0	0	1
RPS18	4	0	2	0	0	1
B3GALT4	4	0	2	0	0	1
WDR46	3	0	2	1	1	1
PFDN6	3	0	2	1	1	1
RGL2	2	0	2	1	1	1
TAPBP	0	0	1	1	0	2
ZBTB22	0	0	1	1	0	2
DAXX	0	0	1	1	0	2
KIFC1	2	0	1	2	0	0
PHF1	3	1	0	0	0	0
CUTA	4	1	1	0	0	0
SYNGAP1	5	1	1	0	0	0
ZBTB9	0	0	1	0	0	0
BAK1	4	1	1	1	0	0
ITPR3	3	3	1	0	0	1
UQCC2	2	0	0	0	0	0
IP6K3	1	0	0	0	0	0
LEMD2	0	0	1	0	0	0
GRM4	2	0	0	0	0	0
HMGA1	6	0	0	1	1	1
C6orf1	4	0	0	1	1	0
NUDT3	2	1	0	0	1	1
RPS10	0	0	0	0	0	0
PACSIN1	1	0	0	0	0	0
SPDEF	0	0	0	0	0	0
C6orf106	0	0	1	1	0	0
SNRPC	1	0	1	0	1	0
UHRF1BP1	1	0	0	0	1	0
TAF11	0	0	2	0	0	0
ANKS1A	0	0	2	0	0	0
TCP11	2	0	0	0	0	0
ZNF76	1	0	0	0	0	0
DEF6	2	0	0	0	0	0
PPARD	1	0	0	2	0	0
FANCE	1	1	0	0	0	0
RPL10A	1	1	0	0	1	1
TEAD3	0	0	1	1	0	0
FKBP5	3	0	2	1	0	0
ARMC12	3	0	2	1	0	0
SRPK1	0	0	0	0	0	0
SLC26A8	1	0	0	0	0	0
MAPK14	1	0	0	0	0	0
MAPK13	2	1	0	0	1	0
BRPF3	1	0	0	0	0	0
C6orf222	1	0	0	0	0	0
ETV7	0	0	0	0	0	0
KCTD20	1	2	2	1	1	0
STK38	0	0	0	0	0	0
SRSF3	0	0	1	0	1	0
CDKN1A	2	5	1	0	0	2
CPNE5	1	0	0	0	0	0
C6orf89	1	1	1	0	0	0
PPIL1	1	1	1	0	0	0
PI16	0	1	0	0	0	0
MTCH1	3	0	1	0	0	0
FGD2	0	0	0	0	0	1
PIM1	1	3	1	0	0	0
TBC1D22B	0	0	0	1	0	0
TMEM217	0	0	0	1	0	0
RNF8	0	0	0	1	0	0
CMTR1	0	0	0	0	0	0
CCDC167	0	0	0	0	0	0
MDGA1	2	0	0	0	0	0
ZFAND3	0	2	1	0	0	1
BTBD9	0	0	0	0	0	0
GLO1	0	1	0	0	0	0
DNAH8	0	0	0	0	0	0
GLP1R	0	0	0	0	0	0
SAYSD1	0	0	0	0	0	0
KCNK5	1	0	0	0	0	0
KCNK17	1	0	0	0	0	0
KIF6	0	0	0	0	0	0
DAAM2	0	0	0	0	0	0
MOCS1	0	0	0	0	0	0
LRFN2	0	0	0	0	0	0
TSPO2	1	0	0	0	0	0
OARD1	3	0	1	0	0	0
NFYA	3	0	1	0	0	0
TREML1	0	0	0	0	0	0
TREM2	0	0	0	0	0	1
TREML2	1	0	0	0	0	0
TREM1	1	0	1	0	0	0
NCR2	1	0	0	0	0	0
FOXP4	0	0	0	1	0	0
MDFI	0	0	0	0	0	0
TFEB	1	0	1	0	0	0
FRS3	4	1	1	0	0	0
PRICKLE4	4	1	1	0	0	0
USP49	1	0	0	0	0	1
MED20	1	1	1	2	1	0
BYSL	1	1	1	2	1	0
CCND3	1	0	1	0	0	0
TAF8	1	0	1	0	0	0
MRPS10	2	3	1	1	1	0
TRERF1	0	0	0	1	0	0
UBR2	2	1	1	0	0	0
TBCC	0	1	1	1	0	1
GLTSCR1L	0	1	1	1	0	1
RPL7L1	1	0	1	1	1	0
CNPY3	0	0	1	0	0	0
GNMT	1	0	0	0	0	0
PEX6	0	0	1	0	2	0
PPP2R5D	0	0	1	0	1	0
KLHDC3	2	0	3	0	0	0
MEA1	2	0	3	0	0	0
RRP36	0	0	3	0	0	0
CUL7	0	0	1	0	0	0
MRPL2	0	0	1	0	0	0
KLC4	0	0	1	0	0	0
PTK7	1	0	0	0	0	0
SRF	1	0	0	0	0	0
CUL9	0	0	1	0	0	0
DNPH1	1	0	1	2	0	1
CRIP3	0	0	0	0	1	0
ZNF318	0	0	0	0	0	0
ABCC10	1	0	1	0	0	0
DLK2	1	0	0	0	0	0
TJAP1	0	0	0	0	0	0
YIPF3	1	1	1	0	0	0
POLR1C	1	1	1	0	0	0
XPO5	1	0	0	0	0	0
POLH	1	0	0	0	0	0
GTPBP2	0	3	2	1	1	1
MAD2L1BP	0	3	2	1	1	1
RSPH9	0	0	1	0	0	1
MRPS18A	0	0	1	0	0	0
VEGFA	4	0	0	0	0	0
C6orf223	2	2	1	0	0	0
TMEM63B	0	0	0	0	0	0
MRPL14	0	0	0	0	0	0
